City,Zipcode,Marital_Status,Family_Size,Credit_Score,Current_Residence,Annual_Income,DTI,Location,Square_Footage,Upgrade_Score,Bedroom_Count,Bathroom_Count,Master_Location,Lot_Size,Closing_Date,Appraised_Value,Price,Closing_Interest_Rate,Monthly_Payment,Loan_Term,Feedback,Inflation_Rate,Unemployment_Rate,Current_Market_Interest_Rate,Year_Closed,Median_Price_of_Nearby_Homes,Sentiment_Score
Dallas,26512,Married,2,549,Rent,101810.7832628989,0.21405098729793043,Suburban,1869.6189244954874,2,4,1,Upstairs,0.590163099380698,2021-04-04,217767,507964.35708581016,3.1244095555194207,4974,30,"Very happy with the final product, but the timeline was delayed.",2.97807929976534,2.3191982408682357,5.051072703733665,2020,990414,0.5
Josephine,15288,Married,2,300,Rent,125842.07604780186,0.1278125421647466,Suburban,1866.8942589957446,1,3,2,Downstairs,1.1184774784298666,2022-08-26,998537,324314.8184213032,3.9302573017864177,3889,30,Had a terrible experience with the customer service.,2.2531998569840628,6.026320471330237,2.2401422785629723,2020,990414,-1.0
Celina,58024,Unmarried,3,843,Rent,27480.03750813906,0.38821563692870104,Urban,500.0,2,3,2,Downstairs,1.6158122341990475,2021-10-17,838792,100000.0,4.6291023360819565,4974,30,"Very happy with the final product, but the timeline was delayed.",1.0743533619605061,9.756416526671238,4.688213802853357,2021,556542,0.5
Aubrey,36299,Married,1,657,Own,91874.42289743158,0.06698485218037649,Urban,1789.7015237996845,4,1,2,Upstairs,1.1103174161780494,2021-11-19,230102,321831.4005224314,3.9475331438954147,4177,30,"Very happy with the final product, but the timeline was delayed.",0.005665144307003267,4.33334664269943,2.2401422785629723,2023,881380,0.5
Dallas,37856,Unmarried,2,596,Own,150298.71148312723,0.7754940531213116,Rural,2645.4837680585306,5,2,2,Upstairs,0.6231032678406808,2021-09-10,367570,555307.4974454507,7.411487082098828,3879,30,"The home is fantastic, I love the upgrades!",2.3790197136239093,5.4343613299342195,2.2401422785629723,2022,531653,0.5125
Fate,64758,Unmarried,3,843,Own,153620.10570788058,0.521234413734272,Suburban,3092.2794344466147,4,2,2,Upstairs,0.8733377189571235,2020-01-04,197876,606265.9685663901,4.75060216171445,4111,17,"Very happy with the final product, but the timeline was delayed.",5.9588871834774135,0.06262259446652818,2.5582262636196464,2020,990414,0.5
Fate,34444,Unmarried,1,837,Own,35406.41177690774,0.29883353621618874,Rural,500.0,2,4,2,Downstairs,1.3269903531460523,2021-09-06,299204,100000.0,7.411487082098828,4929,30,The process was smooth but some issues with the kitchen.,0.005665144307003267,6.042522706654282,2.2401422785629723,2022,990414,0.4
Little Elm,10709,Unmarried,2,763,Rent,115575.85640378138,0.5381110689493666,Rural,2161.9509534336157,3,2,1,Downstairs,1.9733532516116845,2023-12-27,290782,468083.426689537,2.5248681817742606,4974,15,The process was smooth but some issues with the kitchen.,0.005665144307003267,3.5013242711995995,2.3488256279017303,2022,652850,0.4
Little Elm,61202,Unmarried,2,780,Own,121099.13223063851,0.2001129085032177,Urban,2721.621887992722,2,3,1,Downstairs,0.31660807811516267,2020-08-24,100089,501251.0564432285,3.3535420265839493,4438,30,The process was smooth but some issues with the kitchen.,2.807948043933452,0.06262259446652818,5.005380816398274,2021,990414,0.4
Celina,15613,Married,2,843,Own,72299.32203199131,0.06708513252800512,Suburban,980.2820663921665,2,1,3,Upstairs,1.2803269785359424,2021-01-14,182147,127171.85267580961,6.093309921902566,4608,18,"Very happy with the final product, but the timeline was delayed.",5.01036884307254,4.418535600767415,4.077315795018235,2020,664328,0.5
Celina,10952,Unmarried,1,616,Own,101716.8186902839,0.5824919474474302,Urban,1921.1036234068295,3,1,2,Upstairs,1.8381436589430715,2020-08-14,263602,319524.3845748772,3.0249160976035365,4974,18,The process was smooth but some issues with the kitchen.,3.0977556749873836,3.3044144339095536,2.2401422785629723,2020,887555,0.4
Aubrey,22440,Unmarried,1,484,Rent,136370.44643829012,0.39168429304730146,Suburban,2649.5718405879966,3,2,1,Downstairs,1.199681655015304,2020-04-16,998537,528471.6041061786,7.411487082098828,3487,17,"Very happy with the final product, but the timeline was delayed.",2.9344455078528258,6.192428945298745,5.197424510681229,2020,104621,0.5
Dallas,60618,Married,2,795,Rent,67046.06241354647,0.4596920777556008,Rural,1458.5344711733321,4,4,1,Upstairs,1.9733532516116845,2023-04-15,998537,273432.37547150697,4.90915227149505,4011,29,"Very happy with the final product, but the timeline was delayed.",2.8390786952707865,4.994599833257337,2.3929923973820717,2022,450214,0.5
Frisco,10709,Unmarried,1,732,Own,52131.623018285485,0.47120742363547663,Suburban,500.0,5,3,1,Upstairs,1.36229535098983,2020-01-04,299878,100000.0,4.617420461934658,3730,27,"Very happy with the final product, but the timeline was delayed.",0.005665144307003267,1.8398214064244192,7.495034761850851,2021,963466,0.5
Josephine,10709,Married,2,534,Rent,117039.6072018725,0.08183560068869448,Rural,1903.09126184075,3,2,1,Upstairs,1.4314737186502293,2023-07-17,268145,157326.9064960061,3.8465593201714476,4974,30,The process was smooth but some issues with the kitchen.,0.005665144307003267,5.494962831552205,2.371400999491114,2020,569091,0.4
Frisco,10709,Unmarried,1,545,Rent,132682.67942903188,0.5165240984283715,Urban,2933.535093211791,5,1,2,Downstairs,0.6694779685495017,2021-12-20,295114,612151.7625090942,4.409492124455362,4974,30,"The home is fantastic, I love the upgrades!",7.241330946118239,7.671848014223612,4.3609450336137385,2022,728548,0.5125
Little Elm,30978,Married,2,684,Own,32511.229225700725,0.1706259165199971,Suburban,855.3696609663566,3,1,1,Upstairs,0.9002765846188483,2020-01-04,675261,100000.0,4.7974074787262415,3878,18,"Very happy with the final product, but the timeline was delayed.",0.061360852475720984,4.2682879007605505,3.4445239519187894,2021,371711,0.5
Fate,35715,Married,1,437,Own,162233.76351193571,0.11597819846935846,Suburban,2688.412933778232,2,1,1,Downstairs,0.7723631821413707,2021-12-10,385139,528302.0753575594,3.7721932303138095,2821,29,The process was smooth but some issues with the kitchen.,0.005665144307003267,2.8480539570944794,3.723742402968208,2021,514633,0.4
McKinney,28310,Unmarried,3,843,Own,171953.9578815221,0.4541150719206707,Rural,2601.6583248542365,1,3,1,Downstairs,1.5905441384794623,2023-01-04,881421,508693.7831292841,6.3927160196695425,4606,16,Had a terrible experience with the customer service.,1.1913414214685556,6.059062598133806,2.4272145087221517,2021,648965,-1.0
Dallas,31637,Married,3,843,Rent,111799.03940420979,0.08664668368542706,Rural,1811.1304991375682,3,4,2,Upstairs,1.1966953411896395,2021-01-08,985866,327611.1151362724,4.605836744391381,3677,15,"Very happy with the final product, but the timeline was delayed.",2.830388454288244,5.151112694544862,2.2401422785629723,2020,958852,0.5
Josephine,34944,Married,2,829,Own,19328.735711631594,0.5199426505395429,Rural,500.0,3,3,2,Downstairs,0.5513391948405267,2020-11-04,100089,133686.9778114587,7.411487082098828,4974,15,The process was smooth but some issues with the kitchen.,0.005665144307003267,4.156982464566674,3.456488549742466,2021,128262,0.4
Little Elm,40566,Married,1,719,Rent,133087.95668346086,0.08133512366507151,Urban,2282.5685394106868,2,1,2,Upstairs,0.5057403184453915,2021-11-22,419822,539102.2779311216,4.601208161024606,4974,30,"Very happy with the final product, but the timeline was delayed.",1.7493607975764478,0.06262259446652818,2.2401422785629723,2021,571125,0.5
Dallas,42022,Married,2,607,Own,31910.93788855899,0.12630327199481553,Suburban,1060.9483407589428,2,3,2,Downstairs,1.4938333009572227,2022-01-01,139751,443956.5296593013,4.439016523996881,2842,15,"Very happy with the final product, but the timeline was delayed.",9.957680742379672,3.158578987214099,4.914185622806578,2020,297466,0.5
Josephine,37779,Unmarried,1,456,Own,93066.22134525784,0.22403125985510494,Rural,1725.1412744805668,5,3,2,Downstairs,1.568898671116556,2022-10-14,219032,330316.4029000731,3.855517283815921,4239,30,"Very happy with the final product, but the timeline was delayed.",7.780187595606477,2.9156536819150327,2.910254617932382,2023,816328,0.5
Frisco,26607,Unmarried,3,647,Own,76586.04549310314,0.09802356570850897,Suburban,1185.8284893639257,2,1,1,Downstairs,1.0730054115874685,2022-12-30,820390,226347.43450703158,3.9674723530578597,2496,15,The process was smooth but some issues with the kitchen.,6.112749641749046,1.917762340647136,2.2401422785629723,2023,990414,0.4
Frisco,24952,Married,1,661,Rent,90165.94348656065,0.2933751018849705,Rural,1540.9061769733823,1,1,2,Upstairs,0.10729491039206343,2021-12-09,214833,294474.64247698616,2.5248681817742606,2867,15,Had a terrible experience with the customer service.,0.106010303798586,6.247935386764853,3.5864113905888884,2020,688050,-1.0
Celina,10709,Unmarried,3,512,Rent,127594.02098939844,0.12429968704125775,Suburban,2489.132996189362,4,3,2,Upstairs,1.4247149841512576,2022-02-27,464310,426034.5380342811,6.914079197777724,3636,15,"Very happy with the final product, but the timeline was delayed.",4.413929559281614,4.441153526881275,4.8489011138231035,2020,302346,0.5
Fate,60390,Unmarried,3,621,Rent,156068.0806339908,0.4772507375286704,Rural,2892.7686004762204,2,1,1,Upstairs,1.9733532516116845,2021-05-18,100089,483811.28666154586,5.59478596481842,4974,30,"Very happy with the final product, but the timeline was delayed.",6.980050666962492,2.8590532434585976,2.9840268450300247,2021,889260,0.5
McKinney,17557,Married,1,843,Rent,45821.729340595266,0.08601401639276035,Urban,542.2081090925727,3,3,2,Downstairs,1.1899542437979638,2020-07-27,177985,100000.0,3.020834668854631,2182,15,The process was smooth but some issues with the kitchen.,0.005665144307003267,5.88639148523755,2.2401422785629723,2020,375146,0.4
Frisco,48755,Married,1,473,Rent,57459.67935238548,0.03708831716657177,Suburban,1649.0515457489234,5,2,2,Upstairs,1.0368065832161808,2020-04-07,295072,345682.3461662617,4.641629357642234,3004,30,"The home is fantastic, I love the upgrades!",9.957680742379672,6.139768239021691,5.08625194751938,2020,639142,0.5125
McKinney,65131,Unmarried,1,427,Own,112655.58470886426,0.0018347921279268764,Suburban,2015.7559422596428,4,2,1,Upstairs,1.2092120151343777,2020-01-04,589457,297693.2232753952,5.690010077819509,3299,15,"The home is fantastic, I love the upgrades!",5.229538577029622,2.5577332327211106,2.482473496129262,2021,534664,0.5125
Josephine,78424,Married,1,696,Rent,168015.81459530807,0.07618058700096011,Rural,3175.683103066139,3,2,2,Downstairs,1.3114140591664691,2021-02-13,330910,700820.3205361483,4.452742827324608,4974,30,The process was smooth but some issues with the kitchen.,0.4116553365872164,1.4438844550169705,2.2401422785629723,2020,963671,0.4
Frisco,59806,Unmarried,1,765,Own,75883.69465521988,0.012594514719943889,Suburban,2010.9180358951403,2,1,2,Downstairs,0.8372327975959843,2023-01-09,404534,505175.93412117125,3.5782241839037194,3763,30,The process was smooth but some issues with the kitchen.,0.8103995043532823,7.449579386623218,2.2401422785629723,2020,857983,0.4
Little Elm,63415,Married,1,843,Own,158341.67211848663,0.21759466434004457,Rural,2829.987772991376,5,1,1,Upstairs,1.9733532516116845,2023-09-10,478230,641544.4056882862,5.982377310635225,3258,28,"Very happy with the final product, but the timeline was delayed.",8.83204160269637,0.06262259446652818,2.2401422785629723,2021,784063,0.5
Aubrey,39721,Unmarried,1,793,Own,93467.58136530306,0.06982125041967903,Suburban,1581.2677248995838,2,1,2,Upstairs,1.1954706586210695,2020-01-04,962732,287904.37060912565,4.255151630773515,4463,28,"Very happy with the final product, but the timeline was delayed.",2.227442178620967,4.804314417515098,2.734582018110893,2021,830167,0.5
Aubrey,12974,Married,3,503,Rent,48810.699523045885,0.246583589763199,Urban,979.208297539535,4,3,1,Downstairs,1.8553265541024448,2022-06-25,473178,233845.712792753,4.731221778836097,4974,16,"Very happy with the final product, but the timeline was delayed.",0.005665144307003267,3.7807690426802902,3.583836660435163,2022,337802,0.5
Fate,14280,Unmarried,3,843,Rent,132740.81727439907,0.7787704878924969,Rural,2583.96312424675,2,4,1,Downstairs,1.2154112367772667,2023-10-06,336568,620810.5945002469,7.411487082098828,3733,17,The process was smooth but some issues with the kitchen.,6.347036708599951,0.06262259446652818,2.2401422785629723,2021,787894,0.4
Aubrey,48776,Married,1,833,Rent,25927.061321825004,0.3591390944942941,Suburban,500.0,3,1,2,Upstairs,0.3355993421970319,2021-11-19,978154,100000.0,3.70815226134548,3345,30,"Very happy with the final product, but the timeline was delayed.",0.11572617769802185,7.229581054592913,2.51366431978533,2022,990414,0.5
Little Elm,74913,Unmarried,1,759,Rent,98115.8446613035,0.6701726695840315,Rural,2378.124384917536,4,4,1,Downstairs,0.9199311166746433,2022-03-22,680813,527429.0617036695,2.5936997055416127,4974,17,"The home is fantastic, I love the upgrades!",2.746688030396931,1.8756734343757842,3.535947613503582,2022,104621,0.5125
Celina,38951,Unmarried,1,365,Rent,146646.95124895294,0.07904123205223586,Suburban,2563.142875615081,5,1,1,Downstairs,1.6899600119403204,2022-12-12,841320,455340.372082473,5.408605339654878,4974,15,"The home is fantastic, I love the upgrades!",6.813426615415745,3.8206659657595177,5.441498929826476,2020,104621,0.5125
Fate,10709,Unmarried,1,474,Own,53402.5492428347,0.03399634651851693,Suburban,921.5157998637351,4,3,1,Upstairs,1.3899498502343262,2022-03-22,206763,120990.01957804148,5.014218956207779,3778,19,"Very happy with the final product, but the timeline was delayed.",1.5745113577527086,6.809582949299826,3.2162961155684564,2021,387457,0.5
Celina,10709,Unmarried,1,609,Rent,142644.94557012263,0.38639771343952317,Rural,2328.2917451687345,2,4,2,Downstairs,1.634650338888598,2022-06-10,998537,429057.94422940334,4.1498021860572125,2913,16,"Very happy with the final product, but the timeline was delayed.",7.391953195766005,6.980235987492214,3.2346716365218793,2021,934577,0.5
Josephine,10709,Married,1,843,Own,137794.53984975332,0.3058347241613955,Urban,2584.533406849912,4,2,2,Upstairs,1.5031073469340832,2022-12-24,484624,483764.1262987621,4.042333825538119,1000,16,"Very happy with the final product, but the timeline was delayed.",4.60668305896556,0.06262259446652818,6.1107882062185785,2020,822072,0.5
Aubrey,14470,Married,2,843,Own,49122.388430464845,0.45096656469028756,Suburban,833.3960388169162,4,1,2,Upstairs,0.7495833661523108,2022-02-07,100089,282888.5180573945,4.79078213658042,4974,17,"The home is fantastic, I love the upgrades!",6.970453981432425,3.0262030011097636,2.2401422785629723,2021,274742,0.5125
Celina,38637,Married,2,377,Own,179258.01169147692,0.300809485288662,Suburban,3227.871343500921,4,1,2,Upstairs,0.42347554512719404,2022-05-27,450125,504986.62695225514,4.055107614513373,4974,30,"The home is fantastic, I love the upgrades!",5.888884318259905,0.6734507109656434,4.108570008893267,2022,541472,0.5125
Celina,10709,Unmarried,2,843,Rent,78340.98845785714,0.3512434719892756,Suburban,1497.8060996614045,3,4,1,Downstairs,1.0991877810734338,2021-10-02,185296,361876.0680552199,4.4671983473711725,3735,15,The process was smooth but some issues with the kitchen.,2.5805428633727807,1.3224583104480603,3.3992656621561643,2020,392105,0.4
Frisco,10709,Married,3,843,Rent,117384.12890915811,0.43710545771804027,Suburban,2315.2532312113017,4,3,1,Downstairs,1.9733532516116845,2020-01-04,100089,473453.816127068,2.8486752245087876,4484,16,"The home is fantastic, I love the upgrades!",1.7471452186381615,4.378781484865646,2.517875123924251,2021,497975,0.5125
Little Elm,27189,Married,1,436,Own,40973.76550257672,0.25746493172586693,Rural,911.3974625572113,3,4,1,Upstairs,1.1598073362036048,2021-11-13,935397,100000.0,7.411487082098828,4078,15,"Very happy with the final product, but the timeline was delayed.",1.6114044527400533,7.8298103235952015,2.604952052723474,2020,255112,0.5
Aubrey,10709,Married,3,843,Rent,138147.13603072197,0.16410345841461146,Urban,2083.2609884527737,2,1,1,Upstairs,1.2568322578234725,2020-12-20,408236,347630.8671494338,5.838799746457754,3899,30,The process was smooth but some issues with the kitchen.,1.5101524588026205,4.7847187210408055,2.2401422785629723,2020,104621,0.4
McKinney,13427,Married,4,843,Rent,127817.10153614044,0.6628164493003141,Suburban,2039.0136882464078,2,1,1,Downstairs,0.8413543615456021,2021-12-27,404323,365603.2459538819,3.264228375307234,1988,15,"Very happy with the final product, but the timeline was delayed.",6.699293543908716,4.055466482771144,2.2401422785629723,2021,378796,0.5
Frisco,22384,Unmarried,3,750,Own,167588.44645825942,0.2568536339832838,Rural,2750.5090195952025,3,3,1,Downstairs,1.9733532516116845,2022-06-28,494219,469805.08446413674,7.0902392393566265,4185,15,The process was smooth but some issues with the kitchen.,3.820248900414329,2.370840718539868,2.2401422785629723,2020,641890,0.4
McKinney,10709,Unmarried,1,689,Rent,28579.42688021848,0.3311598128639184,Urban,946.0570970340355,2,2,2,Upstairs,1.526429196234027,2021-02-17,355091,229591.56105255475,6.950803359146318,1000,30,The process was smooth but some issues with the kitchen.,0.005665144307003267,7.428590284928586,6.710631652948623,2020,435447,0.4
Aubrey,19115,Married,3,434,Own,45406.73057139821,0.43334297426378077,Suburban,791.2134667440695,5,1,2,Upstairs,1.230395431646176,2020-01-04,582387,137380.11156596008,5.336091353654766,2197,17,"Very happy with the final product, but the timeline was delayed.",5.68952515360848,9.94994468693818,2.2401422785629723,2022,172020,0.5
Josephine,10709,Married,1,450,Rent,31703.755690930866,0.7312385644356306,Suburban,540.356199309658,3,1,1,Downstairs,0.37434443553935287,2020-01-04,601779,197682.05031981322,3.827281632970946,4974,17,The process was smooth but some issues with the kitchen.,0.005665144307003267,2.4084648139076332,4.3733532221083,2020,682157,0.4
Aubrey,50141,Unmarried,4,664,Rent,147536.4688860351,0.27855645304317106,Urban,2541.9218353881947,4,3,2,Downstairs,1.8976864150032244,2021-04-23,100089,399652.0582364301,6.143092681438048,2857,29,"Very happy with the final product, but the timeline was delayed.",5.34065578497739,3.5480625086547515,2.2401422785629723,2020,854500,0.5
Aubrey,62971,Married,1,479,Own,167705.2571054984,0.6269894495169144,Urban,3263.2318416909598,2,2,1,Downstairs,1.5080881310288747,2022-07-09,624810,761769.502119568,2.5248681817742606,4974,30,The process was smooth but some issues with the kitchen.,2.947972633737728,0.06262259446652818,3.4542212048431074,2022,907561,0.4
Fate,47371,Unmarried,1,305,Rent,81982.18532533995,0.236693460177875,Suburban,1553.005926732533,1,1,2,Downstairs,1.902329021598487,2021-12-12,523740,343209.61193607654,2.5248681817742606,4974,18,Had a terrible experience with the customer service.,2.8616539554694596,2.1249939096668404,5.030341038948267,2020,532982,-1.0
Frisco,10709,Unmarried,3,767,Rent,166735.75921926613,0.4732567782399989,Urban,3225.3136178892523,4,1,2,Upstairs,1.2526791338281607,2021-05-24,998537,652121.8716996992,6.48790541275815,4487,17,"The home is fantastic, I love the upgrades!",2.1419717099271525,8.716744796815142,4.839727312882966,2020,353184,0.5125
Celina,58096,Married,2,745,Own,106621.19721161902,0.6895016794658224,Suburban,1954.7795274800314,3,1,1,Upstairs,1.8309759621722401,2022-09-28,294530,454265.9636125032,2.5248681817742606,3604,30,The process was smooth but some issues with the kitchen.,5.850432699300451,0.06262259446652818,2.2401422785629723,2021,556080,0.4
Dallas,34925,Married,2,843,Rent,6880.285840655528,0.0900177042949532,Rural,500.0,5,4,2,Downstairs,0.7089633240444411,2022-05-31,236968,100000.0,7.411487082098828,4974,30,"The home is fantastic, I love the upgrades!",0.9986971549568897,3.134195221252323,3.5335238660985726,2020,179595,0.5125
Celina,49335,Married,1,624,Own,121130.0956193565,0.7099693311158758,Suburban,2455.303188339585,2,1,2,Downstairs,1.811082683810562,2021-12-28,100089,426035.4735562866,5.851210492913754,3396,30,The process was smooth but some issues with the kitchen.,4.992567242986419,2.173238335840007,2.2401422785629723,2020,349866,0.4
Aubrey,14960,Married,1,620,Rent,154825.97906430002,0.43595720615873457,Rural,2313.453396006173,1,3,1,Downstairs,1.5509699838829891,2022-07-27,770803,476051.8608552851,7.411487082098828,4299,15,Had a terrible experience with the customer service.,5.399582906438095,0.7914612287342453,2.2401422785629723,2021,990414,-1.0
Dallas,56137,Unmarried,3,785,Own,114907.51508640342,0.03897776260933763,Rural,2554.2419284316998,1,3,2,Upstairs,0.4314872741295531,2020-09-28,358298,383499.4088597899,4.26425652496592,2754,15,Had a terrible experience with the customer service.,2.597708203227399,7.149228726992945,7.874485651399687,2022,894047,-1.0
Frisco,14566,Unmarried,1,702,Own,24638.046343391827,0.5331461568814302,Rural,500.0,4,3,1,Downstairs,1.1218910218830773,2020-06-15,742613,119649.89543558541,4.8529726674899365,4277,30,"The home is fantastic, I love the upgrades!",3.6776090513724093,3.1977560546777988,3.4140784857084867,2021,742948,0.5125
Frisco,99722,Married,1,807,Rent,173625.42476366283,0.5240599043409188,Rural,3033.1107441490503,2,1,2,Downstairs,1.202423786980268,2020-11-16,536623,709393.8208719315,4.431274915971452,4974,15,The process was smooth but some issues with the kitchen.,3.827224796602595,3.1357128273074464,3.0495272245610536,2020,243649,0.4
Celina,13979,Married,2,462,Own,82647.235941347,0.004193671272774607,Suburban,1770.8181731718278,4,3,1,Downstairs,0.9253274995273753,2022-09-09,217018,294651.3521119121,4.315472316809679,4974,30,"The home is fantastic, I love the upgrades!",1.3096894064293751,2.4006820465718492,2.8035136818758963,2022,990414,0.5125
Little Elm,58201,Married,1,568,Own,146568.15400946888,0.11824778670339191,Urban,2583.174509260816,1,3,1,Upstairs,1.7411347237798709,2023-12-27,291337,539593.305753335,2.869815804304717,4974,16,Had a terrible experience with the customer service.,5.601400801143153,2.996305266481043,3.134301887555284,2021,272552,-1.0
Aubrey,43696,Unmarried,1,551,Rent,78872.67853196323,0.21810557535744998,Urban,1755.4951122145264,1,1,2,Downstairs,1.8376471413831212,2021-01-20,312325,435073.4066460712,5.214620100029564,1000,18,Had a terrible experience with the customer service.,3.460653227523514,0.06262259446652818,2.2401422785629723,2021,706384,-1.0
Dallas,48142,Unmarried,1,579,Own,35543.91954035772,0.043658325519493155,Suburban,500.0,3,1,1,Downstairs,1.9733532516116845,2021-02-18,557189,100000.0,2.5248681817742606,4974,18,The process was smooth but some issues with the kitchen.,0.972055366095212,9.94994468693818,2.2401422785629723,2020,898489,0.4
Celina,47212,Unmarried,1,521,Own,58418.42544768881,0.469158521436018,Rural,788.6219296462917,4,4,2,Upstairs,1.9690712625826547,2021-04-23,241846,248676.10268005892,7.164922330284432,4528,18,"The home is fantastic, I love the upgrades!",3.147930817828256,3.772618289451495,2.2401422785629723,2020,990414,0.5125
Little Elm,10709,Married,3,655,Own,100766.8355601671,0.10237858407172627,Rural,2074.7883725529578,5,3,2,Upstairs,0.5543427745582847,2021-06-14,533174,385462.15736573865,2.9169887918565633,4974,16,"Very happy with the final product, but the timeline was delayed.",2.9381677193906843,3.0250439798481965,3.8024944437087926,2021,484451,0.5
Josephine,57442,Married,4,843,Own,171660.61050764352,0.22961887873828263,Suburban,3291.5997457056396,3,3,2,Downstairs,1.204414931037939,2020-10-01,495835,629976.2679942666,7.411487082098828,2463,27,"Very happy with the final product, but the timeline was delayed.",4.0238193042288275,0.06262259446652818,4.587984755969466,2021,987986,0.5
Aubrey,15868,Unmarried,1,530,Own,37557.035901876974,0.4583263353343973,Urban,956.0759429560061,1,3,1,Downstairs,0.7395901571935283,2023-07-14,780114,100000.0,4.60544997593856,2474,30,Had a terrible experience with the customer service.,4.072791314587232,8.300770096284547,2.2401422785629723,2021,916976,-1.0
McKinney,10709,Unmarried,1,363,Own,112585.22359893534,0.2243504637558725,Suburban,1554.9301265634972,4,4,2,Upstairs,1.9517989115423893,2020-12-01,474708,322914.36984317866,5.838491944012542,2782,30,"The home is fantastic, I love the upgrades!",4.727714174205914,6.648501349532674,2.2401422785629723,2021,869548,0.5125
McKinney,11977,Married,2,836,Rent,111179.31235016914,0.21572086571912316,Rural,2192.7580312185405,3,1,2,Upstairs,1.9219480237388296,2020-01-04,100089,535192.7464858941,6.323200785856185,3771,20,"Very happy with the final product, but the timeline was delayed.",3.423945028283813,4.968010837965906,2.2401422785629723,2020,846665,0.5
Dallas,16294,Married,1,766,Rent,46067.00635727144,0.2779288754381597,Rural,591.3652687878403,2,3,3,Downstairs,1.0835680003982116,2023-08-01,149190,294776.7530531527,2.5248681817742606,4953,30,The process was smooth but some issues with the kitchen.,1.4282915988394382,5.20710139002952,2.2401422785629723,2021,735833,0.4
Frisco,58450,Unmarried,1,787,Rent,123176.22142464295,0.4763906788790226,Urban,2321.51974952219,3,1,1,Downstairs,1.9733532516116845,2021-03-24,998537,482102.27058818704,7.411487082098828,4974,30,The process was smooth but some issues with the kitchen.,0.005665144307003267,6.34395525079062,3.9848830705444143,2021,104621,0.4
McKinney,10709,Unmarried,1,514,Rent,24097.37356575581,0.4661952573956962,Rural,636.2479713986065,2,1,1,Upstairs,0.5861412553284688,2023-12-27,268856,117337.93919887472,2.5248681817742606,3279,30,The process was smooth but some issues with the kitchen.,5.049127638750873,4.620830249558243,4.200802897010171,2021,161843,0.4
Celina,57865,Married,3,720,Own,28065.422536265884,0.2513999463849002,Urban,500.0,2,3,3,Upstairs,0.7727124185306223,2023-04-30,100089,263433.99030945747,3.733497132335354,4974,15,"Very happy with the final product, but the timeline was delayed.",0.005665144307003267,2.360242098081158,2.2401422785629723,2021,497497,0.5
Dallas,32608,Unmarried,1,843,Own,70641.24153503144,0.35203411167535814,Urban,1218.5599101277164,3,1,2,Downstairs,1.36535724538417,2020-05-06,106164,360796.7771130473,5.002892334568248,3700,15,The process was smooth but some issues with the kitchen.,4.74413193601225,0.5321557799792158,2.2401422785629723,2020,222179,0.4
McKinney,58641,Unmarried,2,843,Own,70243.02589458747,0.29027960179565565,Rural,1287.9451529951764,3,2,2,Upstairs,1.6441295504117497,2022-07-07,324914,244347.05257868627,2.5248681817742606,4299,30,"Very happy with the final product, but the timeline was delayed.",0.005665144307003267,3.4846885780398997,2.2401422785629723,2021,671126,0.5
Josephine,61196,Unmarried,1,790,Own,80310.9764618456,0.27503129318473285,Rural,1386.0495286880832,3,4,3,Upstairs,1.9733532516116845,2022-06-11,407312,157692.93722132288,4.362749318928815,4974,18,The process was smooth but some issues with the kitchen.,0.005665144307003267,9.94994468693818,5.385735638990032,2021,771108,0.4
Little Elm,23847,Married,1,843,Own,62099.71250849934,0.34265821640867494,Suburban,1459.798149756497,3,4,2,Upstairs,1.7199178253223402,2023-08-01,330322,319476.1350562979,3.1777282132991314,4974,17,"Very happy with the final product, but the timeline was delayed.",0.005665144307003267,2.004926201108092,3.8273319448711893,2021,926884,0.5
Celina,17463,Unmarried,2,738,Own,31633.728994777444,0.48223975666765867,Urban,500.0,4,1,1,Upstairs,1.9402344444390203,2023-06-24,722824,104082.46941834997,2.997265272711335,4542,30,"The home is fantastic, I love the upgrades!",3.7026429661877582,9.94994468693818,2.2401422785629723,2022,990414,0.5125
Frisco,10719,Married,2,600,Rent,88894.42314096662,0.17730038364407888,Suburban,2409.7778208727277,2,4,3,Upstairs,1.9733532516116845,2020-12-22,390690,446562.6452528566,4.234234177464653,2650,29,The process was smooth but some issues with the kitchen.,2.79907875217609,0.06262259446652818,4.601800468247576,2022,273814,0.4
Fate,10709,Married,2,650,Own,105624.98159046433,0.06273934603084098,Rural,1746.3501033419184,4,2,1,Downstairs,1.5468328871631343,2020-09-18,588862,404526.4166532525,3.3447419369843354,3208,20,"Very happy with the final product, but the timeline was delayed.",5.334249720307902,2.8994403667237716,3.924133610135804,2021,623956,0.5
Dallas,86399,Married,1,487,Rent,121002.5503391275,0.11987370977029019,Suburban,1934.1406616199022,2,1,1,Upstairs,1.8943347146733076,2022-02-17,136492,359289.58341537806,6.6161377668898,3938,16,The process was smooth but some issues with the kitchen.,2.268960284185928,3.3132987006981454,2.2401422785629723,2021,782360,0.4
Aubrey,57129,Married,1,841,Own,115783.94195844495,0.48691960709520155,Urban,1859.9484071364498,3,2,2,Upstairs,1.2267613822970898,2022-01-15,506112,385873.8997140548,4.831387353817645,2537,30,The process was smooth but some issues with the kitchen.,9.957680742379672,7.0150535468981206,2.2401422785629723,2020,990414,0.4
